dsc_titulo_chamada;dsc_status;carta_txt_num_protocolo;carta_dsc_modalidade;carta_txt_sigla_uf;carta_txt_municipio;carta_dsc_agente_financeiro;carta_nome_proponente;carta_tipo_proponente;carta_txt_nome_empreendimento;carta_vlr_contrapartida;carta_vlr_emprestimo;carta_vlr_investimento
Avançar Cidades Saneamento 2018/2019;Selecionada;001591.1.1806/2018-R;Abastecimento de Água;CE;Mauriti;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Projeto Executivo do Sistema de Abastecimento de Água de Mauriti;1.043.291,24;19.822.533,62;20.865.824,86
Avançar Cidades Saneamento 2018/2019;Selecionada;001497.9.1806/2018-R;Estudos e Projetos;CE;Crateús;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Elaboração de Estudos e Projetos – Ampliação SES Crateús;56.804,77;1.079.290,55;1.136.095,32
Avançar Cidades Saneamento 2018/2019;Selecionada;00001408.2.3005/2018;Esgotamento Sanitário;MS;Figueirão;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Figueirão - MS;182.005,59;3.458.106,09;3.640.111,68
Avançar Cidades Saneamento 2018/2019;Selecionada;001477.1.2905/2018-R;Abastecimento de Água;SP;Taubaté;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Ampliação do sistema de reservação e sistema de tratamento do lodo da ETA.;813.110,91;15.449.107,14;16.262.218,05
Avançar Cidades Saneamento 2018/2019;Selecionada;001494.9.1806/2018-R;Estudos e Projetos;CE;Acopiara;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Elaboração de Estudos e Projetos – Ampliação SES Acopiara;44.730,28;849.875,25;894.605,53
Avançar Cidades Saneamento 2018/2019;Selecionada;001627.2.1806/2018-R;Esgotamento Sanitário;CE;São Benedito;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Projeto Básico das Obras Remanescentes do Sistema de Esgotamento Sanitário do Distrito de Inhuçu em São Benedito;249.326,12;4.737.196,11;4.986.522,23
Avançar Cidades Saneamento 2018/2019;Selecionada;001584.1.1506/2018-R;Abastecimento de Água;CE;Caucaia;Caixa Econômica Federal;Companhia de Água e Esgoto do Ceará - Cagece;Companhia/Empresa de Saneamento;Projeto Básico de melhoria e ampliação do Sistema de Abastecimento de Água de Caucaia;1.575.956,73;29.943.177,78;31.519.134,51
Avançar Cidades Saneamento 2018/2019;Selecionada;001876.1.1106/2018-R;Abastecimento de Água;SP;Itu;Caixa Econômica Federal;PREFEITURA DA ESTÂNCIA TURÍSTICA DE ITU;Prefeitura Municipal;IMPLANTAÇÃO DO SISTEMA DE CAPTAÇÃO E ADUÇÃO DO CÓRREGO CAJURU ;242.535,95;4.608.182,99;4.850.718,94
Avançar Cidades Saneamento 2018/2019;Selecionada;001440.2.3005/2018-R;Esgotamento Sanitário;MS;Selvíria;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Selvíria - MS;512.752,46;9.742.296,61;10.255.049,07
Avançar Cidades Saneamento 2018/2019;Selecionada;00001434.2.3005/2018;Esgotamento Sanitário;MS;Novo Horizonte do Sul;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Novo Horizonte do Sul - MS;337.997,23;6.421.947,23;6.759.944,46
Avançar Cidades Saneamento 2018/2019;Selecionada;00001710.5.2905/2018;Manejo de Águas Pluviais;MG;Belo Horizonte;Caixa Econômica Federal;Prefeitura Municipal de Belo Horizonte;Prefeitura Municipal;Córrego Cachoeirinha;7.340.940,87;139.477.876,15;146.818.817,02
Avançar Cidades Saneamento 2018/2019;Selecionada;00001729.9.2905/2018;Estudos e Projetos;MG;Belo Horizonte;Caixa Econômica Federal;Prefeitura Municipal de Belo Horizonte;Prefeitura Municipal;Estudos e projetos técnicos para intervenções em micro e macrodrenagem urbana no município de Belo Horizonte para controle de cheias;606.650,61;11.526.361,22;12.133.011,83
Avançar Cidades Saneamento 2018/2019;Selecionada;00001420.2.3005/2018;Esgotamento Sanitário;MS;Mundo Novo;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Mundo Novo - MS;638.724,06;12.135.757,11;12.774.481,17
Avançar Cidades Saneamento 2018/2019;Selecionada;001435.2.2905/2018-R;Esgotamento Sanitário;MS;Pedro Gomes;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Pedro Gomes - MS;413.745,17;7.861.158,11;8.274.903,28
Avançar Cidades Saneamento 2018/2019;Selecionada;001802.1.1806/2018-R;Abastecimento de Água;PE;Arcoverde;Caixa Econômica Federal;Companhia Pernambucana de Saneamento;Companhia/Empresa de Saneamento;Melhoria e Ampliação do SAA Arcoverde;1.020.000,00;19.380.000,00;20.400.000,00
Avançar Cidades Saneamento 2018/2019;Selecionada;00001801.1.1806/2018;Abastecimento de Água;PE;Custódia;Caixa Econômica Federal;Companhia Pernambucana de Saneamento;Companhia/Empresa de Saneamento;Implantação do Sistema Adutor do Eixo Leste para Custódia ;1.563.000,00;29.697.000,00;31.260.000,00
Avançar Cidades Saneamento 2018/2019;Selecionada;00001808.9.1806/2018;Estudos e Projetos;PE;Moreno;Caixa Econômica Federal;Companhia Pernambucana de Saneamento;Companhia/Empresa de Saneamento;Elaboração de Projeto para Melhoria e Ampliação do SAA Moreno, Prazeres, Olinda (Peixinhos);131.000,00;2.489.000,00;2.620.000,00
Avançar Cidades Saneamento 2018/2019;Selecionada;00001436.2.3005/2018;Esgotamento Sanitário;MS;Rio Brilhante;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Rio Brilhante - MS;547.002,84;10.393.053,90;10.940.056,74
Avançar Cidades Saneamento 2018/2019;Selecionada;00001362.2.2905/2018;Esgotamento Sanitário;MG;Abaeté;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;1.426.400,00;27.101.600,00;28.528.000,00
Avançar Cidades Saneamento 2018/2019;Selecionada;00001386.2.3005/2018;Esgotamento Sanitário;MS;Aral Moreira;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Aral Moreira - MS;245.971,75;4.673.463,21;4.919.434,96
Avançar Cidades Saneamento 2018/2019;Selecionada;001727.A.3005/2018-R;Redução e Controle de Perdas;SC;Pomerode;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE POMERODE;Prefeitura Municipal;Projeto de Controle e Redução de Perdas (RCP) em Redes de Abastecimento de Água no município de Pomerode/SC;181.071,90;3.440.365,99;3.621.437,89
Avançar Cidades Saneamento 2018/2019;Selecionada;001372.2.2905/2018-R;Esgotamento Sanitário;MG;Patos de Minas;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;1.085.000,00;20.615.000,00;21.700.000,00
Avançar Cidades Saneamento 2018/2019;Selecionada;00001437.2.2805/2018;Esgotamento Sanitário;MS;Rio Negro;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Rio Negro - MS;463.355,49;8.803.754,22;9.267.109,71
Avançar Cidades Saneamento 2018/2019;Selecionada;00001417.2.3005/2018;Esgotamento Sanitário;MS;Laguna Carapã;Caixa Econômica Federal;Empresa de Saneamento de Mato Grosso do Sul S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário no município  de Laguna Carapã - MS;316.393,64;6.011.479,01;6.327.872,65
Avançar Cidades Saneamento 2018/2019;Selecionada;001547.5.1105/2018-R;Manejo de Águas Pluviais;SP;Bragança Paulista;Caixa Econômica Federal;Prefeitura Municipal de Bragança Paulista;Prefeitura Municipal;Projetos para obras de infraestrutura e prevenção de enchentes;1.483.202,75;28.180.852,25;29.664.055,00
Avançar Cidades Saneamento 2018/2019;Selecionada;001899.2.1506/2018-R;Esgotamento Sanitário;PE;Recife;Caixa Econômica Federal;Município do recife;Prefeitura Municipal;SES BEBERIBE - Execução do Sistema Integrado de Esgotamento Sanitário dos bairros de Dois unidos, Linha do Tiro, Beberibe, Porto da Madeira e Fundão - em Recife/PE;2.803.917,25;53.274.427,44;56.078.344,69
Avançar Cidades Saneamento 2018/2019;Selecionada;00001625.9.2905/2018;Estudos e Projetos;SP;Embu-Guaçu;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Projeto Executivo para implantação de Sistema de Esgotamento Sanitário no Município de Embu Guaçú;233.286,44;4.432.428,27;4.665.714,71
Avançar Cidades Saneamento 2018/2019;Selecionada;00001502.B.0205/2018;Plano de Saneamento Básico;PE;Jaboatão dos Guararapes;Caixa Econômica Federal;Prefeitura Municipal do Jaboatão dos Guararapes;Prefeitura Municipal;Elaboração do Plano Municipal de Saneamento Básico do Município do Jaboatão dos Guararapes/PE;107.986,04;2.051.734,68;2.159.720,72
Avançar Cidades Saneamento 2018/2019;Concluída;00001873.A.1206/2018;Redução e Controle de Perdas;PA;Belém;Caixa Econômica Federal;Governo do Estado do Pará;Companhia/Empresa de Saneamento;Reabilitação, Setorização e Subsetorização da Rede de Distribuição de Água de Belém – Pará;18.016.722,91;342.317.680,14;360.334.403,05
Avançar Cidades Saneamento 2018/2019;Concluída;00001736.1.3105/2018;Abastecimento de Água;PA;Belém;Caixa Econômica Federal;Governo do Estado do Pará;Companhia/Empresa de Saneamento;AMPLIAÇÃO E MELHORIAS DO SISTEMA DE ABASTECIMENTO DE ÁGUA DA ÁREA URBANA DO DISTRITO DE ICOARACI, NO MUNICÍPIO DE BELÉM, ESTADO DO PARÁ.;5.642.827,40;107.213.720,13;112.856.547,53
Avançar Cidades Saneamento 2018/2019;Concluída;00001394.2.2905/2018;Esgotamento Sanitário;MG;Igarapé;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;2.297.500,00;43.652.500,00;45.950.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001728.2.3005/2018;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;Redes Laranjal 2° Etapa;377.000,00;7.037.060,25;7.414.060,25
Avançar Cidades Saneamento 2018/2019;Concluída;00001670.2.3005/2018;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;ETE Rodoviária;560.678,55;10.565.432,78;11.126.111,33
Avançar Cidades Saneamento 2018/2019;Concluída;00001392.2.2905/2018;Esgotamento Sanitário;MG;Juatuba;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;1.835.000,00;34.865.000,00;36.700.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001637.2.2405/2018;Esgotamento Sanitário;PA;Marituba;Caixa Econômica Federal;Governo do Estado do Pará;Companhia/Empresa de Saneamento;SISTEMA DE ESGOTAMENTO SANITÁRIO DO RESIDENCIAL ALMIR GABRIEL (COMUNIDADE CHE GUEVARA);1.587.059,39;30.124.212,41;31.711.271,80
Avançar Cidades Saneamento 2018/2019;Concluída;00001750.1.3105/2018;Abastecimento de Água;PA;Marabá;Caixa Econômica Federal;Governo do Estado do Pará;Companhia/Empresa de Saneamento;AMPLIAÇÃO E MELHORIAS DO SISTEMA DE ABASTECIMENTO DE ÁGUA PARA O DISTRITO DE MARABÁ PIONEIRA, MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ.;2.375.297,76;45.130.657,02;47.505.954,78
Avançar Cidades Saneamento 2018/2019;Concluída;00001767.5.3005/2018;Manejo de Águas Pluviais;SP;Taboão da Serra;Caixa Econômica Federal;Prefeitura Municipal de Taboão da Serra;Prefeitura Municipal;CONCLUSÃO DA CANALIZAÇÃO DO CÓRREGO PONTE ALTA E CONSTRUÇÃO DA GALERIA DE ÁGUAS PLUVIAIS RUA EMILIO RIBAS;712.916,96;13.440.177,53;14.153.094,49
Avançar Cidades Saneamento 2018/2019;Concluída;00001393.2.2905/2018;Esgotamento Sanitário;MG;Diamantina;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;866.000,00;16.454.000,00;17.320.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001531.5.0805/2018;Manejo de Águas Pluviais;SP;Mogi das Cruzes;Caixa Econômica Federal;MOGI DAS CRUZES;Prefeitura Municipal;CANALIZAÇÃO CÓRREGO LAVAPÉS E IMPLANTAÇÃO DE COLETOR DE ESGOTOS;2.925.960,00;45.840.060,30;48.766.020,30
Avançar Cidades Saneamento 2018/2019;Concluída;00001506.2.3005/2018;Esgotamento Sanitário;GO;Cristalina;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação e Melhoria do Sistema de Esgotamento Sanitário (SES) de Cristalina - GO;730.166,87;13.873.170,50;14.603.337,37
Avançar Cidades Saneamento 2018/2019;Concluída;00001600.5.3005/2018;Manejo de Águas Pluviais;SP;Itapira;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE ITAPIRA;Prefeitura Municipal;Implantação de Dispositivo de Controle e Amortecimento de Cheias do Ribeirão da Penha;1.409.853,17;26.787.210,02;28.197.063,19
Avançar Cidades Saneamento 2018/2019;Concluída;00001397.2.2905/2018;Esgotamento Sanitário;MG;Ipatinga;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;2.825.000,00;53.675.000,00;56.500.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001352.A.2905/2018;Redução e Controle de Perdas;MG;Divinópolis;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Divinópolis e Outros;2.000.000,00;38.000.000,00;40.000.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001414.1.2905/2018;Abastecimento de Água;MG;Andradas;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água;512.500,00;9.737.500,00;10.250.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001431.2.2905/2018;Esgotamento Sanitário;MG;Estrela do Indaiá;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;253.750,00;4.821.250,00;5.075.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001854.5.1806/2018;Manejo de Águas Pluviais;MG;Araguari;Caixa Econômica Federal;Prefeitura Municipal de Araguari;Prefeitura Municipal;Parque Linear Brejo Alegre;5.028.095,68;95.491.276,78;100.519.372,46
Avançar Cidades Saneamento 2018/2019;Concluída;001365.9.0705/2018-R;Estudos e Projetos;PA;Bragança;Caixa Econômica Federal;Governo do Estado do Pará;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA PARA ÁREA URBANA NO MUNICÍPIO DE BRAGANÇA, ESTADO DO PARÁ.;56.148,00;1.026.529,94;1.082.677,94
Avançar Cidades Saneamento 2018/2019;Concluída;001496.9.2105/2018-R;Estudos e Projetos;PA;Salinópolis;Caixa Econômica Federal;Governo do Estado do Pará;Companhia/Empresa de Saneamento;PROJETO BÁSICO DE AMPLIAÇÃO E MELHORIAS DO SISTEMA DE ABASTECIMENTO DE ÁGUA PARA ÁREA URBANA NO MUNICÍPIO DE SALINÓPOLIS, ESTADO DO PARÁ.;50.353,17;945.527,74;995.880,91
Avançar Cidades Saneamento 2018/2019;Concluída;001612.9.2305/2018-R;Estudos e Projetos;PA;Salinópolis;Caixa Econômica Federal;Governo do Estado do Pará;Companhia/Empresa de Saneamento;PROJETO BÁSICO DE IMPLANTAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO PARA ÁREA URBANA NO MUNICÍPIO DE SALINÓPOLIS, ESTADO DO PARÁ.;76.137,83;1.446.618,71;1.522.756,54
Avançar Cidades Saneamento 2018/2019;Concluída;002005.A.1806/2018-R;Redução e Controle de Perdas;PA;Salinópolis;Caixa Econômica Federal;Governo do Estado do Pará;Companhia/Empresa de Saneamento;CONTROLE E REDUÇÃO DE PERDAS DO SISTEMA DE ABASTECIMENTO DE ÁGUA, NO MUNICÍPIO DE SALINÓPOLIS, ESTADO DO PARÁ.;373.560,58;7.097.650,71;7.471.211,29
Avançar Cidades Saneamento 2018/2019;Concluída;00001537.1.1806/2018;Abastecimento de Água;RS;Porto Alegre;BRDE;Municipio de Porto Alegre ;Prefeitura Municipal;AMPLIAÇÃO DO SISTEMA SÃO JOÃO;3.107.205,54;59.036.905,11;62.144.110,65
Avançar Cidades Saneamento 2018/2019;Concluída;00001482.2.2905/2018;Esgotamento Sanitário;MG;Botelhos;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;671.200,00;12.752.800,00;13.424.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001676.9.2505/2018;Estudos e Projetos;SP;Jundiaí;Caixa Econômica Federal;DAE S/A - Água e Esgoto;Companhia/Empresa de Saneamento;Atualização do Plano Diretor de Abastecimento de Água;290.000,00;2.310.000,00;2.600.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001484.2.2905/2018;Esgotamento Sanitário;MG;Araçuaí;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;417.500,00;7.932.500,00;8.350.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001492.2.2905/2018;Esgotamento Sanitário;MG;Capelinha;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário;361.000,00;6.859.000,00;7.220.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001644.1.2905/2018;Abastecimento de Água;MG;Iraí de Minas;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água;225.750,00;4.289.250,00;4.515.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001709.6.2905/2018;Manejo de Resíduos Sólidos;MG;Ponte Nova;BDMG;prefeitura municipal de ponte nova;Prefeitura Municipal;Aterro sanitário municipal;76.000,00;1.420.000,00;1.496.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;001649.2.3005/2018-R;Esgotamento Sanitário;SP;Caieiras;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Sistema de Esgotamento Sanitário Caieiras;3.455.967,00;65.663.365,00;69.119.332,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001911.1.1806/2018;Abastecimento de Água;SP;Tambaú;Caixa Econômica Federal;Prefeitura Municipal de Tambaú/SP;Prefeitura Municipal;Implantação de reservatórios de Água Potável e troca de canos no município de Tambaú/SP;134.850,00;2.562.150,00;2.697.000,00
Avançar Cidades Saneamento 2018/2019;Concluída;00001423.1.2905/2018;Abastecimento de Água;MG;Caratinga;Caixa Econômica Federal;Companhia de Saneamento de Minas Gerais - Copasa MG;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água;316.500,00;6.013.500,00;6.330.000,00
